study_accession	verdict	confidence	body_site_signal	evidence	reasoning	host_species	n_samples	library_source	library_strategy	paper_title	tier
PRJNA602960	NOT_METAGENOMIC	high	inferred	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, which indicates 16S/targeted sequencing rather than shotgun metagenomics, disqualifying this as a WGS metagenomic study regardless of the gut context suggested by the paper title.	Mus musculus	30	OTHER	AMPLICON	Alterations of Gut Microbiome and Metabolite Profiling in Mice Infected by Schistosoma japonicum.	EXCLUDED
PRJEB23642	GUT_WGS	high	explicit	ENA study title and sample titles explicitly list gut anatomical sites: 'Jejunum', 'Ileum', 'Colon'; library_source: METAGENOMIC; library_strategy: WGS; host organism is Balaenoptera acutorostrata (minke whale, an animal).	Multiple samples explicitly identify specific intestinal segments (jejunum, ileum, colon) from a whale, with shotgun metagenomic sequencing (WGS + METAGENOMIC library source), confirming this is a gut microbiome study.	Balaenoptera acutorostrata	12	METAGENOMIC	WGS	Large-Scale Metagenome Assembly Reveals Novel Animal-Associated Microbial Genomes, Biosynthetic Gene Clusters, and Other Genetic Diversity.	CONFIRMED_GUT
PRJEB38078	UNCERTAIN	low	none	library_source: METAGENOMIC; library_strategy: WGS; sample titles include animal names (Horse, Kulan, Eurasian_Blackcap, House_Mouse, Red_Fox, etc.); no explicit body_site or isolation_source provided	While the study is clearly shotgun metagenomic (WGS + METAGENOMIC), the body site is completely unstated—it could be gut, skin, oral, environmental, or other animal-associated habitats—and cannot be reliably inferred from animal species names alone without additional context.	Anser anser	289	METAGENOMIC	WGS	Large-Scale Metagenome Assembly Reveals Novel Animal-Associated Microbial Genomes, Biosynthetic Gene Clusters, and Other Genetic Diversity.	REVIEW
PRJNA316560	GUT_WGS	high	explicit	ENA study title: 'Metagenome or environmental sample from gut metagenome'; Biome label: 'gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'; Host organism: 'Anser indicus' (a bird)	Multiple explicit statements confirm this is shotgun metagenomic sequencing of gut microbiota from an animal host, with the body site directly specified in the ENA study title and biome label.	Anser indicus	2	METAGENOMIC	WGS	Large-Scale Metagenome Assembly Reveals Novel Animal-Associated Microbial Genomes, Biosynthetic Gene Clusters, and Other Genetic Diversity.	CONFIRMED_GUT
PRJNA316570	GUT_WGS	high	explicit	ENA study title: 'wild Bar-headed goose gut metagenome_1; wild Bar-headed goose gut metagenome_2'; Biome label: 'gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'	Multiple explicit statements confirm shotgun metagenomics of animal gut: study titles and biome labels directly state 'gut metagenome', library source is METAGENOMIC (community DNA), and library strategy is WGS (shotgun).	Anser indicus	2	METAGENOMIC	WGS	Large-Scale Metagenome Assembly Reveals Novel Animal-Associated Microbial Genomes, Biosynthetic Gene Clusters, and Other Genetic Diversity.	CONFIRMED_GUT
PRJNA624740	GUT_WGS	high	explicit	Isolation source: 'fecal sample 1; fecal sample 2; fecal sample 3; fecal sample 4; fecal sample 5'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'; Paper title: 'Metagenomic insights into the diversity of carbohydrate-degrading enzymes in the yak fecal microbial community'; ENA study title and biome label both reference 'gut metagenome'.	Multiple explicit signals confirm this is shotgun metagenomic sequencing (WGS + METAGENOMIC library source) of fecal samples from yak (Bos grunniens), a ruminant gut microbiome study.	Bos grunniens	5	METAGENOMIC	WGS	Metagenomic insights into the diversity of carbohydrate-degrading enzymes in the yak fecal microbial community.	CONFIRMED_GUT
PRJNA629058	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although the study targets gut microbiome (explicit body site signal), the library_strategy is AMPLICON, which indicates 16S rRNA gene sequencing rather than shotgun/WGS metagenomics, making it NOT_METAGENOMIC by the classification criteria.	Large intestine	1	METAGENOMIC	AMPLICON	A network approach to investigating the key microbes and stability of gut microbial communities in a mouse neuropathic pain model.	EXCLUDED
PRJEB38000	GUT_WGS	medium	inferred	Paper title explicitly states 'Gut Microbiomes of Adults'; library_source='METAGENOMIC'; library_strategy='WGS'	The paper title explicitly mentions 'Gut Microbiomes', the library_source and strategy confirm shotgun metagenomic sequencing, but host organism and body site fields are empty in the ENA metadata, so gut assignment relies on the paper title rather than structured metadata fields.		94	METAGENOMIC	WGS	Strain-Level Analysis of Bifidobacterium spp. from Gut Microbiomes of Adults with Differing Lactase Persistence Genotypes.	CONFIRMED_GUT
PRJNA593335	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	AMPLICON sequencing (16S rRNA) is explicitly stated, which is not shotgun metagenomics regardless of the gut-related context in the paper title.	zebrafish metagenome	64	GENOMIC	AMPLICON	Polyphenols in the Fermentation Liquid of Dendrobium candidum Relieve Intestinal Inflammation in Zebrafish Through the Intestinal Microbiome-Mediated Immune Response.	EXCLUDED
PRJNA634365	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON; Paper title explicitly states '16S rRNA Gene Fecal Microbiota Analysis'	This is a 16S rRNA amplicon study, not shotgun metagenomics (WGS), despite the fecal/gut origin being explicitly stated in the paper title.	Sus scrofa	938	METAGENOMIC	AMPLICON	Discovery of Predictors of Mycoplasma hyopneumoniae Vaccine Response Efficiency in Pigs: 16S rRNA Gene Fecal Microbiota Analysis.	EXCLUDED
PRJNA561088	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing (16S rRNA gene amplicon), not shotgun/WGS metagenomic sequencing, which disqualifies it from the GUT_WGS category despite having explicit gut sample evidence (mouse feces).	Mus musculus	30	METAGENOMIC	AMPLICON	Bioinformatics Analysis of Gut Microbiota and CNS Transcriptome in Virus-Induced Acute Myelitis and Chronic Inflammatory Demyelination; Potential Association of Distinct Bacteria With CNS IgA Upregulation.	EXCLUDED
PRJNA597953	NOT_METAGENOMIC	high	none	Host organism: Orbicella faveolata and Pseudodiploria strigosa (corals, not animals with guts); Isolation source: coral reef; Biome label: coral metagenome	This is a metagenomics study of coral-associated microbiota, not an animal gut microbiome; the hosts are cnidarians (corals) which lack a true gastrointestinal tract, and the study explicitly targets coral reef/coral metagenome samples, not gut/fecal material.	Orbicella faveolata	18	METAGENOMIC	WGS	A multiomic analysis of in situ coral-turf algal interactions.	EXCLUDED
PRJNA528812	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study used AMPLICON sequencing strategy (16S), not shotgun/WGS metagenomic sequencing, therefore it does not meet the definition of a shotgun metagenomic study despite the gut microbiome subject matter.	mouse	1	GENOMIC	AMPLICON	Administration of Exogenous Melatonin Improves the Diurnal Rhythms of the Gut Microbiota in Mice Fed a High-Fat Diet.	EXCLUDED
PRJNA528844	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	AMPLICON sequencing (16S rRNA) is not shotgun metagenomics, regardless of the explicit gut body site and metagenomic labeling.		1	GENOMIC	AMPLICON	Administration of Exogenous Melatonin Improves the Diurnal Rhythms of the Gut Microbiota in Mice Fed a High-Fat Diet.	EXCLUDED
PRJEB32496	GUT_WGS	high	explicit	Paper title: 'Antibiotic resistomes discovered in the gut microbiomes of Korean swine and cattle'; ENA study title: 'Animal gut microbiome'; Biome label: 'gut metagenome'; Sample title: 'Animal gut microbiome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'	Multiple explicit statements identify this as shotgun metagenomic sequencing (WGS + METAGENOMIC) of animal gut microbiomes from swine and cattle.	Bos	77	METAGENOMIC	WGS	Antibiotic resistomes discovered in the gut microbiomes of Korean swine and cattle.	CONFIRMED_GUT
PRJEB31298	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	AMPLICON sequencing (not WGS/shotgun metagenomic) is explicitly stated, making this a 16S study rather than shotgun metagenomics, despite the gut body site being clearly indicated.		636	OTHER	AMPLICON	Influenza infection elicits an expansion of gut population of endogenous Bifidobacterium animalis which protects mice against infection.	EXCLUDED
PRJNA579886	NOT_GUT	high	explicit	Host body site: (none); Sample title: 'Viral Metagenome from Belgian Honey bees'; Biome label: 'insect metagenome'; Library source: METAGENOMIC	This is shotgun metagenomics (library_source=METAGENOMIC, library_strategy=OTHER applied to community DNA) of honey bees, but no body site is specified and the sample title indicates viral metagenome from the whole organism without gut-specific isolation language, making it a non-gut insect microbiome study.	Apis mellifera	2	METAGENOMIC	OTHER	Honey-bee-associated prokaryotic viral communities reveal wide viral diversity and a profound metabolic coding potential.	EXCLUDED
PRJEB31051	GUT_WGS	high	explicit	Paper title explicitly states 'Gut Microbiota'; biome label states 'insect gut metagenome'; library_source=METAGENOMIC; library_strategy=WGS	Multiple explicit statements confirm this is shotgun metagenomic sequencing (WGS + METAGENOMIC) of the gut microbiota of an insect host (Blattella germanica, the German cockroach).	insect gut metagenome	113	METAGENOMIC	WGS	Unraveling Assemblage, Functions and Stability of the Gut Microbiota of Blattella germanica by Antibiotic Treatment.	CONFIRMED_GUT
PRJNA478457	GUT_WGS	high	explicit	ENA study title: 'mouse gut metagenome'; Biome label: 'gut metagenome'; library_strategy: 'WGS'; library_source: 'GENOMIC'	Multiple explicit statements confirm shotgun metagenomics (WGS strategy) of mouse gut microbiome, with no conflicting evidence.	mouse	49	GENOMIC	WGS	The effect of antibiotics on the gut microbiome: a metagenomics analysis of microbial shift and gut antibiotic resistance in antibiotic treated mice.	CONFIRMED_GUT
PRJNA542015	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing (16S), not shotgun/WGS metagenomic approach, making it ineligible for GUT_WGS classification despite clear evidence of gut body site and animal host.	Penaeus vannamei	5	GENOMIC	AMPLICON	Microecological Koch's postulates reveal that intestinal microbiota dysbiosis contributes to shrimp white feces syndrome.	EXCLUDED
PRJNA560474	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	AMPLICON sequencing (16S rRNA) is not shotgun metagenomics, regardless of the explicit gut/fecal body site signals in the study and sample titles.	Gazella subgutturosa	49	GENOMIC	AMPLICON	Gut Microbiota Plasticity Influences the Adaptability of Wild and Domestic Animals in Co-inhabited Areas.	EXCLUDED
PRJNA560663	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	AMPLICON sequencing (16S) is explicitly stated, which is not shotgun metagenomics regardless of the gut-related metadata and METAGENOMIC library_source label.	Gazella subgutturosa	8	METAGENOMIC	AMPLICON	Gut Microbiota Plasticity Influences the Adaptability of Wild and Domestic Animals in Co-inhabited Areas.	EXCLUDED
PRJNA533250	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly marked as AMPLICON, which indicates 16S rRNA gene sequencing rather than shotgun metagenomics (WGS), disqualifying this from GUT_WGS classification despite the gut body site being explicitly stated.	Gallus gallus domesticus	96	METAGENOMIC	AMPLICON	Tendentious effects of automated and manual metagenomic DNA purification protocols on broiler gut microbiome taxonomic profiling.	EXCLUDED
PRJDB4202	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON; biome label: 'uncultured human oral bacterium'; paper title mentions 'Mouse Gut' but samples are human oral	This is an AMPLICON study (not shotgun metagenomics), and the biome and host organism indicate human oral samples, not animal gut microbiome.	Homo sapiens	66	METAGENOMIC	AMPLICON	The Mouse Gut Microbial Biobank expands the coverage of cultured bacteria.	EXCLUDED
PRJNA388263	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	AMPLICON sequencing (16S rRNA gene amplicon) is not shotgun metagenomics; the study uses AMPLICON library_strategy, not WGS/METAGENOMIC, making it ineligible for GUT_WGS classification regardless of gut origin.	Homo sapiens	829	METAGENOMIC	AMPLICON	The Mouse Gut Microbial Biobank expands the coverage of cultured bacteria.	EXCLUDED
PRJNA393083	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON (not WGS or METAGENOMIC), which means this is 16S/amplicon sequencing, not shotgun metagenomic sequencing, regardless of the gut-related title and biome label.	9606	72	METAGENOMIC	AMPLICON	The Mouse Gut Microbial Biobank expands the coverage of cultured bacteria.	EXCLUDED
PRJNA400789	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly marked as AMPLICON, which indicates 16S amplicon sequencing rather than shotgun metagenomic sequencing (WGS/METAGENOMIC), disqualifying it from GUT_WGS classification despite the explicit gut body site (caecum) and metagenomic biome label.	Mus musculus	359	METAGENOMIC	AMPLICON	The Mouse Gut Microbial Biobank expands the coverage of cultured bacteria.	EXCLUDED
PRJNA417284	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, which indicates 16S/amplicon sequencing rather than shotgun metagenomics (WGS), disqualifying this from GUT_WGS classification despite explicit gut body site identification.		1	METAGENOMIC	AMPLICON	The Mouse Gut Microbial Biobank expands the coverage of cultured bacteria.	EXCLUDED
PRJNA418420	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although the biome label and isolation source clearly indicate mouse gut samples, the library_strategy is AMPLICON (16S), not WGS/METAGENOMIC shotgun sequencing, which disqualifies this as a shotgun metagenomic study.		36	METAGENOMIC	AMPLICON	The Mouse Gut Microbial Biobank expands the coverage of cultured bacteria.	EXCLUDED
PRJNA453406	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON (16S), not WGS/METAGENOMIC shotgun sequencing, which disqualifies this as a shotgun metagenomic study regardless of host or body site.	Homo sapiens	48	METAGENOMIC	AMPLICON	The Mouse Gut Microbial Biobank expands the coverage of cultured bacteria.	EXCLUDED
PRJEB31742	GUT_WGS	high	explicit	Paper title: 'Characterization of the Pig Gut Microbiome and Antibiotic Resistome in Industrialized Feedlots in China'; Biome label: 'gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'	Title explicitly identifies pig gut microbiome, biome label explicitly states 'gut metagenome', and library strategy confirms shotgun metagenomics (WGS + METAGENOMIC source).		4	METAGENOMIC	WGS	Characterization of the Pig Gut Microbiome and Antibiotic Resistome in Industrialized Feedlots in China.	CONFIRMED_GUT
PRJEB27835	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although the study targets gut (feces) of an animal (Mus musculus), the library_strategy is explicitly AMPLICON, which is not shotgun metagenomic sequencing (16S/amplicon surveys are excluded from WGS/shotgun metagenomics).	mus musculus	12	METAGENOMIC	AMPLICON	Gut Dysbiosis with Minimal Enteritis Induced by High Temperature and Humidity.	EXCLUDED
PRJNA554554	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	This is a 16S rRNA amplicon study (AMPLICON library strategy), not shotgun metagenomics (WGS/METAGENOMIC), despite the paper's focus on intestinal microbiota of Sparus aurata (gilthead seabream).	Sparus aurata	30	METAGENOMIC	AMPLICON	Sex, Age, and Bacteria: How the Intestinal Microbiota Is Modulated in a Protandrous Hermaphrodite Fish.	EXCLUDED
PRJEB29448	NOT_METAGENOMIC	high	explicit	library_source: TRANSCRIPTOMIC; library_strategy: RNA-Seq; sample titles specify 'Transcriptome from... anterior gut' and 'Transcriptome from... dorsal skin'	This is a transcriptomic (RNA-Seq) study, not a shotgun metagenomic study of community DNA, despite the gut body site being explicitly mentioned in sample titles.	Solea senegalensis	4	TRANSCRIPTOMIC	RNA-Seq	Understanding pseudo-albinism in sole (Solea senegalensis): a transcriptomics and metagenomics approach.	EXCLUDED
PRJEB29449	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although gut samples are explicitly mentioned in sample titles, the library_strategy is AMPLICON (16S/marker gene sequencing), not shotgun/WGS metagenomics, which disqualifies this as a GUT_WGS study.	fish metagenome	10	METAGENOMIC	AMPLICON	Understanding pseudo-albinism in sole (Solea senegalensis): a transcriptomics and metagenomics approach.	EXCLUDED
PRJEB29749	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	AMPLICON sequencing (16S/marker gene) is not shotgun metagenomics, regardless of the gut samples present in the study.	fish metagenome	14	METAGENOMIC	AMPLICON	Understanding pseudo-albinism in sole (Solea senegalensis): a transcriptomics and metagenomics approach.	EXCLUDED
PRJNA291441	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON; Paper title explicitly states 'amplicon sequencing'; Isolation sources include 'Gut Digesta sample', 'Egested fecal pellet sample', and 'Gut Tissue sample'	Although gut-associated samples are present and explicitly stated, the library_strategy is AMPLICON (16S/rRNA gene sequencing), not shotgun metagenomics (WGS), which disqualifies this as a GUT_WGS study.	Lytechinus variegatus	10	METAGENOMIC	AMPLICON	High-throughput amplicon sequencing datasets of the metacommunity DNA of the gut microbiota of naturally occurring and laboratory aquaculture green sea urchins Lytechinus variegatus.	EXCLUDED
PRJNA326427	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing (16S rRNA gene amplification), not shotgun/WGS metagenomic sequencing, so it does not qualify as a WGS metagenomic study despite being from gut samples.	Lytechinus variegatus	18	METAGENOMIC	AMPLICON	High-throughput amplicon sequencing datasets of the metacommunity DNA of the gut microbiota of naturally occurring and laboratory aquaculture green sea urchins Lytechinus variegatus.	EXCLUDED
PRJNA542645	GUT_WGS	high	explicit	Isolation source: 'fecal matter'; Host organism: 'Mus musculus'; Library source: 'GENOMIC' (metagenomic community DNA); Library strategy: 'Hi-C' (shotgun-based proximity-ligation approach for metagenomics)	Fecal matter from a mammalian host (mouse) with metagenomic sequencing strategy explicitly indicates shotgun metagenomic sampling of gut microbiota, despite the Hi-C method being specialized for recovering bins rather than standard WGS.	Mus musculus	1	GENOMIC	Hi-C	MetaTOR: A Computational Pipeline to Recover High-Quality Metagenomic Bins From Mammalian Gut Proximity-Ligation (meta3C) Libraries.	CONFIRMED_GUT
PRJNA509897	UNCERTAIN	low	explicit	Isolation source: 'Rectal Faeces' (gut-proxy); library_source: 'METAGENOMIC'; library_strategy: 'RNA-Seq'	While isolation source and library_source support gut WGS classification, the library_strategy is listed as 'RNA-Seq' rather than 'WGS' or 'METAGENOMIC', creating a contradiction that cannot be resolved from the evidence provided.	Sus scrofa	1	METAGENOMIC	RNA-Seq	Beneficial roles of probiotics on the modulation of gut microbiota and immune response in pigs.	REVIEW
PRJNA510200	NOT_METAGENOMIC	high	none	library_source: TRANSCRIPTOMIC; library_strategy: RNA-Seq	The study is RNA-Seq transcriptomics, not shotgun metagenomics of community DNA; TRANSCRIPTOMIC library_source and RNA-Seq strategy explicitly exclude this from shotgun metagenomic classification.		1	TRANSCRIPTOMIC	RNA-Seq	Beneficial roles of probiotics on the modulation of gut microbiota and immune response in pigs.	EXCLUDED
PRJNA555120	GUT_WGS	high	explicit	Biome label: 'feces metagenome'; Sample titles: 'Invivo Fecal Sample1-12'; ENA study title references 'Fecal Sample'; Paper title: 'gut virome community'; library_source: 'METAGENOMIC'; Host: 'Macaca mulatta' (rhesus monkey).	Fecal samples from a primate are explicitly identified as the source material, the library source is metagenomic (shotgun community sequencing), and the paper title confirms gut/virome focus, meeting all criteria for gut WGS metagenomics.	Macaca mulatta	12	METAGENOMIC	OTHER	The altered gut virome community in rhesus monkeys is correlated with the gut bacterial microbiome and associated metabolites.	CONFIRMED_GUT
PRJNA545913	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON; paper title explicitly mentions 'ITS Profiling' (fungal amplicon marker gene); biome label 'human gut metagenome' and host 'Homo sapiens' confirm gut origin but NOT shotgun method	This is an amplicon study (ITS profiling of fungi) not shotgun/WGS metagenomics, despite being from the human gut microbiome.	Homo sapiens	22	METAGENOMIC	AMPLICON	Longitudinal Survey of Fungi in the Human Gut: ITS Profiling, Phenotyping, and Colonization.	EXCLUDED
PRJNA541181	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, which indicates 16S rRNA gene sequencing, not shotgun metagenomics (WGS/METAGENOMIC), regardless of the gut body site being explicit in isolation sources and sample titles.	Mus musculus	84	METAGENOMIC	AMPLICON	Spatial metagenomic characterization of microbial biogeography in the gut.	EXCLUDED
PRJNA411766	UNCERTAIN	low	inferred	Paper title mentions 'commensal microbiome' of sperm whale; library_source='GENOMIC' and library_strategy='WGS' confirm shotgun metagenomic method; host body site field is empty; isolation_source field is empty.	While the method is clearly shotgun metagenomics (WGS) of a marine mammal, the specific body site (gut vs. skin vs. oral vs. other commensal site) is not explicitly stated in any provided field, and 'commensal microbiome' in the title is ambiguous without access to the full paper.	Physeter macrocephalus	24	GENOMIC	WGS	A survey of the sperm whale (Physeter catodon) commensal microbiome.	REVIEW
PRJNA512056	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	The study used AMPLICON sequencing strategy (not WGS/METAGENOMIC shotgun), which typically targets 16S rRNA and is not shotgun metagenomics.	Apostichopus japonicus	9	GENOMIC	AMPLICON	Genomic and Metagenomic Insights Into the Microbial Community in the Regenerating Intestine of the Sea Cucumber Apostichopus japonicus.	EXCLUDED
PRJNA518164	GUT_WGS	high	explicit	Paper title explicitly states 'Microbial Community in the Regenerating Intestine'; library_source: METAGENOMIC; library_strategy: WGS; host organism Apostichopus japonicus (sea cucumber).	The paper title explicitly specifies the intestine as the body site, the study employs shotgun metagenomic sequencing (WGS + METAGENOMIC), and the host is an animal (sea cucumber), meeting all criteria for gut WGS metagenomics.	Apostichopus japonicus	4	METAGENOMIC	WGS	Genomic and Metagenomic Insights Into the Microbial Community in the Regenerating Intestine of the Sea Cucumber Apostichopus japonicus.	CONFIRMED_GUT
PRJNA541010	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, which indicates 16S rRNA gene sequencing, not shotgun metagenomics (WGS/METAGENOMIC), despite the biome label and metagenomic library source designation.	Macaca mulatta	129	METAGENOMIC	AMPLICON	Correlation between Disease Severity and the Intestinal Microbiome in Mycobacterium tuberculosis-Infected Rhesus Macaques.	EXCLUDED
PRJEB23858	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although the study targets gut microbiota of piglets during weaning (explicit from paper title and biome label), the library_strategy is AMPLICON (16S), not WGS/METAGENOMIC shotgun sequencing, making this an amplicon study rather than shotgun metagenomics.		42	METAGENOMIC	AMPLICON	Faecal microbiota shift during weaning transition in piglets and evaluation of AO blood types as shaping factor for the bacterial community profile.	EXCLUDED
PRJNA193472	GUT_WGS	high	explicit	ENA study title: 'Generic sample from termite gut metagenome'; Biome label: 'termite gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'	The study explicitly identifies the body site as termite gut in both the ENA study title and biome label, uses shotgun metagenomic sequencing (WGS + METAGENOMIC library source) of community DNA from an animal host.	Macrotermes natalensis	3	METAGENOMIC	WGS	Fungiculture in Termites Is Associated with a Mycolytic Gut Bacterial Community.	CONFIRMED_GUT
PRJNA508806	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is AMPLICON, which indicates 16S/amplicon sequencing rather than shotgun metagenomic sequencing, making this ineligible for GUT_WGS classification despite the explicit gut microbiome body site.	Macaca fuscata	1	METAGENOMIC	AMPLICON	The development and ecology of the Japanese macaque gut microbiome from weaning to early adolescence in association with diet.	EXCLUDED
PRJNA486876	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	This is a 16S rRNA amplicon study (AMPLICON library strategy), not shotgun metagenomic sequencing (WGS/METAGENOMIC strategy), so it does not qualify as a GUT_WGS study regardless of the gut-related sample sources.	Gallus gallus	97	METAGENOMIC	AMPLICON	Characterization of microbial communities in the chicken oviduct and the origin of chicken embryo gut microbiota.	EXCLUDED
PRJNA521510	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study used AMPLICON sequencing (16S), not shotgun/WGS metagenomic sequencing, despite having a gut microbiome focus and metagenomic library source label.	Sus scrofa	45	METAGENOMIC	AMPLICON	Influence of the Intestinal Microbiota on Colonization Resistance to Salmonella and the Shedding Pattern of Naturally Exposed Pigs.	EXCLUDED
PRJEB21490	GUT_WGS	medium	inferred	Paper title: 'Subchronic low-dose 2,4-D exposure changed plasma acylcarnitine levels and induced gut microbiome perturbations in mice.' library_source: METAGENOMIC, library_strategy: WGS	The paper title explicitly mentions 'gut microbiome' and the study used shotgun metagenomic sequencing (WGS + METAGENOMIC), but the formal ENA metadata fields for host organism and body site are not populated, so gut origin is inferred from the paper title rather than explicit in structured metadata.	metagenomes	10	METAGENOMIC	WGS	Subchronic low-dose 2,4-D exposure changed plasma acylcarnitine levels and induced gut microbiome perturbations in mice.	CONFIRMED_GUT
PRJNA481237	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing strategy (16S), not shotgun/WGS metagenomic sequencing, despite the gut microbiome being explicitly identified in the biome label.	Mouse01	48	OTHER	AMPLICON	Fto Deficiency Reduces Anxiety- and Depression-Like Behaviors in Mice via Alterations in Gut Microbiota.	EXCLUDED
PRJNA415259	UNCERTAIN	low	explicit	library_strategy: RNA-Seq (not WGS or METAGENOMIC); library_source: METAGENOMIC; isolation_source: Control_faeces, Dose_0.5g/kg_faeces, Dose_1g/kg_faeces	While gut origin is explicitly confirmed by fecal isolation source and biome label 'pig gut metagenome', the library_strategy is listed as 'RNA-Seq' rather than shotgun WGS/METAGENOMIC, creating a critical conflict: RNA-Seq typically indicates transcriptomics (NOT_METAGENOMIC) rather than community DNA shotgun sequencing, so the classification cannot be confidently determined.	Sus scrofa	3	METAGENOMIC	RNA-Seq	Dietary Lysozyme Alters Sow's Gut Microbiota, Serum Immunity and Milk Metabolite Profile.	REVIEW
PRJNA355137	NOT_GUT	medium	explicit	Isolation source(s): 'hemolymph and gut'; library_source: 'METATRANSCRIPTOMIC' (not metagenomic DNA); library_strategy: 'RNA-Seq' (not WGS/shotgun)	Although gut is mentioned in isolation source, this is metatranscriptomic (RNA) analysis via RNA-Seq rather than shotgun metagenomic DNA sequencing, and the primary focus appears to be on a hemocoel-associated bacterial symbiont (Dactylopiibacterium carminicum) across multiple body sites including hemolymph, disqualifying it from the WGS metagenomic gut category.	Dactylopius coccus	1	METATRANSCRIPTOMIC	RNA-Seq	Metatranscriptomic Analysis of the Bacterial Symbiont Dactylopiibacterium carminicum from the Carmine Cochineal Dactylopius coccus (Hemiptera: Coccoidea: Dactylopiidae).	EXCLUDED
PRJNA487659	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, which indicates 16S amplicon sequencing, not shotgun metagenomics (WGS/METAGENOMIC), disqualifying this as a shotgun metagenomic study despite the gut source.	Astyanax mexicanus	6	METAGENOMIC	AMPLICON	Microbiome differences between river-dwelling and cave-adapted populations of the fish Astyanax mexicanus (De Filippi, 1853).	EXCLUDED
PRJNA422950	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing strategy (16S), not shotgun/WGS metagenomic sequencing, which disqualifies it from GUT_WGS classification regardless of the explicit gut body site and metagenomic source designation.	Penaeus vannamei	68	METAGENOMIC	AMPLICON	Microbiome analysis of Pacific white shrimp gut and rearing water from Malaysia and Vietnam: implications for aquaculture research and management.	EXCLUDED
PRJEB28368	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although the study targets gut microbiota (cecal samples from wild mice) and uses metagenomic library source, the AMPLICON library strategy indicates 16S rRNA gene sequencing rather than shotgun metagenomics, which excludes it from GUT_WGS classification.	Mus musculus domesticus	92	METAGENOMIC	AMPLICON	Altitudinal variation of the gut microbiota in wild house mice.	EXCLUDED
PRJNA464414	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	The study uses 16S rRNA amplicon sequencing (AMPLICON strategy), not shotgun metagenomics (WGS/METAGENOMIC), so it does not qualify as a shotgun metagenomic study regardless of body site.	Homo sapiens	69	GENOMIC	AMPLICON	Comparison of Microbiota in Patients Treated by Surgery or Chemotherapy by 16S rRNA Sequencing Reveals Potential Biomarkers for Colorectal Cancer Therapy.	EXCLUDED
